ExpenseDate,ExpenseType,Amount_VND
2024-08-31,Văn phòng phẩm,3564709
2024-09-01,Văn phòng phẩm,3638143
2024-09-02,Văn phòng phẩm,3307278
2024-09-03,Văn phòng phẩm,3175244
2024-09-04,Văn phòng phẩm,3085520
2024-09-05,Văn phòng phẩm,3332811
2024-09-06,Văn phòng phẩm,3443688
2024-09-07,Văn phòng phẩm,3288892
2024-09-08,Văn phòng phẩm,3592363
2024-09-09,Văn phòng phẩm,3370845
2024-09-10,Văn phòng phẩm,3262625
2024-09-11,Văn phòng phẩm,3565410
2024-09-12,Văn phòng phẩm,3357265
2024-09-13,Văn phòng phẩm,3604304
2024-09-14,Văn phòng phẩm,3426070
2024-09-15,Văn phòng phẩm,3627501
2024-09-16,Văn phòng phẩm,3565070
2024-09-17,Văn phòng phẩm,3581638
2024-09-18,Văn phòng phẩm,3212309
2024-09-19,Văn phòng phẩm,3250845
2024-09-20,Văn phòng phẩm,3267674
2024-09-21,Văn phòng phẩm,3606650
2024-09-22,Văn phòng phẩm,3421927
2024-09-23,Văn phòng phẩm,3383128
2024-09-24,Văn phòng phẩm,3482496
2024-09-25,Văn phòng phẩm,3147551
2024-09-26,Văn phòng phẩm,3336809
2024-09-27,Văn phòng phẩm,3179067
2024-09-28,Văn phòng phẩm,3243592
2024-09-29,Văn phòng phẩm,3630957
2024-09-30,Văn phòng phẩm,3566626
2024-10-01,Văn phòng phẩm,3287695
2024-10-02,Văn phòng phẩm,2990782
2024-10-03,Văn phòng phẩm,3482990
2024-10-04,Văn phòng phẩm,3359935
2024-10-05,Văn phòng phẩm,3568267
2024-10-06,Văn phòng phẩm,3538516
2024-10-07,Văn phòng phẩm,3510093
2024-10-08,Văn phòng phẩm,3343427
2024-10-09,Văn phòng phẩm,3244768
2024-10-10,Văn phòng phẩm,3102775
2024-10-11,Văn phòng phẩm,3438400
2024-10-12,Văn phòng phẩm,3583192
2024-10-13,Văn phòng phẩm,3105191
2024-10-14,Văn phòng phẩm,3269541
2024-10-15,Văn phòng phẩm,3323785
2024-10-16,Văn phòng phẩm,3118632
2024-10-17,Văn phòng phẩm,3287123
2024-10-18,Văn phòng phẩm,3380811
2024-10-19,Văn phòng phẩm,3269464
2024-10-20,Văn phòng phẩm,3137243
2024-10-21,Văn phòng phẩm,2974988
2024-10-22,Văn phòng phẩm,3505199
2024-10-23,Văn phòng phẩm,3374676
2024-10-24,Văn phòng phẩm,3058625
2024-10-25,Văn phòng phẩm,3542157
2024-10-26,Văn phòng phẩm,3302008
2024-10-27,Văn phòng phẩm,3534983
2024-10-28,Văn phòng phẩm,3012709
2024-10-29,Văn phòng phẩm,3395542
2024-10-30,Văn phòng phẩm,3101193
2024-10-31,Văn phòng phẩm,3293539
2024-11-01,Văn phòng phẩm,3738774
2024-11-02,Văn phòng phẩm,3074152
2024-11-03,Văn phòng phẩm,3081228
2024-11-04,Văn phòng phẩm,3528927
2024-11-05,Văn phòng phẩm,3211885
2024-11-06,Văn phòng phẩm,3591010
2024-11-07,Văn phòng phẩm,3492624
2024-11-08,Văn phòng phẩm,3163556
2024-11-09,Văn phòng phẩm,3116999
2024-11-10,Văn phòng phẩm,3672044
2024-11-11,Văn phòng phẩm,3615294
2024-11-12,Văn phòng phẩm,3607944
2024-11-13,Văn phòng phẩm,3518116
2024-11-14,Văn phòng phẩm,3114895
2024-11-15,Văn phòng phẩm,3738351
2024-11-16,Văn phòng phẩm,3197405
2024-11-17,Văn phòng phẩm,3110265
2024-11-18,Văn phòng phẩm,3337032
2024-11-19,Văn phòng phẩm,3127605
2024-11-20,Văn phòng phẩm,3217755
2024-11-21,Văn phòng phẩm,3451580
2024-11-22,Văn phòng phẩm,3193534
2024-11-23,Văn phòng phẩm,3496779
2024-11-24,Văn phòng phẩm,3329287
2024-11-25,Văn phòng phẩm,3627702
2024-11-26,Văn phòng phẩm,3731737
2024-11-27,Văn phòng phẩm,3260061
2024-11-28,Văn phòng phẩm,3683351
2024-11-29,Văn phòng phẩm,3672781
2024-11-30,Văn phòng phẩm,3456098
2024-12-01,Văn phòng phẩm,2998295
2024-12-02,Văn phòng phẩm,3322254
2024-12-03,Văn phòng phẩm,3238957
2024-12-04,Văn phòng phẩm,3396410
2024-12-05,Văn phòng phẩm,3429529
2024-12-06,Văn phòng phẩm,2998305
2024-12-07,Văn phòng phẩm,3233354
2024-12-08,Văn phòng phẩm,3106188
2024-12-09,Văn phòng phẩm,2980848
2024-12-10,Văn phòng phẩm,2988266
2024-12-11,Văn phòng phẩm,3599101
2024-12-12,Văn phòng phẩm,2976020
2024-12-13,Văn phòng phẩm,3569523
2024-12-14,Văn phòng phẩm,3517434
2024-12-15,Văn phòng phẩm,3207428
2024-12-16,Văn phòng phẩm,3149301
2024-12-17,Văn phòng phẩm,3211704
2024-12-18,Văn phòng phẩm,3338081
2024-12-19,Văn phòng phẩm,3355873
2024-12-20,Văn phòng phẩm,3454859
2024-12-21,Văn phòng phẩm,3252575
2024-12-22,Văn phòng phẩm,3062191
2024-12-23,Văn phòng phẩm,3113746
2024-12-24,Văn phòng phẩm,3454090
2024-12-25,Văn phòng phẩm,3085297
2024-12-26,Văn phòng phẩm,3631825
2024-12-27,Văn phòng phẩm,3256770
2024-12-28,Văn phòng phẩm,3237987
2024-12-29,Văn phòng phẩm,3547031
2024-12-30,Văn phòng phẩm,3404983
2024-12-31,Văn phòng phẩm,3157148
2024-01-01,Bảo trì thiết bị,3600045
2024-01-02,Bảo trì thiết bị,2980174
2024-01-03,Bảo trì thiết bị,3078146
2024-01-04,Bảo trì thiết bị,3063674
2024-01-05,Bảo trì thiết bị,3212733
2024-01-06,Bảo trì thiết bị,3029182
2024-01-07,Bảo trì thiết bị,3445082
2024-01-08,Bảo trì thiết bị,3469803
2024-01-09,Bảo trì thiết bị,3566936
2024-01-10,Bảo trì thiết bị,3236547
2024-01-11,Bảo trì thiết bị,3412200
2024-01-12,Bảo trì thiết bị,3377677
2024-01-13,Bảo trì thiết bị,3433069
2024-01-14,Bảo trì thiết bị,3216290
2024-01-15,Bảo trì thiết bị,3070892
2024-01-16,Bảo trì thiết bị,3076797
2024-01-17,Bảo trì thiết bị,3066604
2024-01-18,Bảo trì thiết bị,3397647
2024-01-19,Bảo trì thiết bị,3380733
2024-01-20,Bảo trì thiết bị,3367101
2024-01-21,Bảo trì thiết bị,3051711
2024-01-22,Bảo trì thiết bị,3395030
2024-01-23,Bảo trì thiết bị,3523318
2024-01-24,Bảo trì thiết bị,3518715
2024-01-25,Bảo trì thiết bị,3004050
2024-01-26,Bảo trì thiết bị,3466639
2024-01-27,Bảo trì thiết bị,3632950
2024-01-28,Bảo trì thiết bị,3598943
2024-01-29,Bảo trì thiết bị,3518231
2024-01-30,Bảo trì thiết bị,3558858
2024-01-31,Bảo trì thiết bị,3317624
2024-02-01,Bảo trì thiết bị,3605948
2024-02-02,Bảo trì thiết bị,3774842
2024-02-03,Bảo trì thiết bị,3228711
2024-02-04,Bảo trì thiết bị,3365925
2024-02-05,Bảo trì thiết bị,3312844
2024-02-06,Bảo trì thiết bị,3533726
2024-02-07,Bảo trì thiết bị,3191903
2024-02-08,Bảo trì thiết bị,3857194
2024-02-09,Bảo trì thiết bị,3380272
2024-02-10,Bảo trì thiết bị,3532150
2024-02-11,Bảo trì thiết bị,3599026
2024-02-12,Bảo trì thiết bị,3699750
2024-02-13,Bảo trì thiết bị,3613013
2024-02-14,Bảo trì thiết bị,3715466
2024-02-15,Bảo trì thiết bị,3357253
2024-02-16,Bảo trì thiết bị,3389772
2024-02-17,Bảo trì thiết bị,3768785
2024-02-18,Bảo trì thiết bị,3701717
2024-02-19,Bảo trì thiết bị,3462363
2024-02-20,Bảo trì thiết bị,3576721
2024-02-21,Bảo trì thiết bị,3523895
2024-02-22,Bảo trì thiết bị,3756534
2024-02-23,Bảo trì thiết bị,3559907
2024-02-24,Bảo trì thiết bị,3468072
2024-02-25,Bảo trì thiết bị,3482873
2024-02-26,Bảo trì thiết bị,3489960
2024-02-27,Bảo trì thiết bị,3645141
2024-02-28,Bảo trì thiết bị,3854677
2024-02-29,Bảo trì thiết bị,3234055
2024-03-01,Bảo trì thiết bị,3314102
2024-03-02,Bảo trì thiết bị,3331222
2024-03-03,Bảo trì thiết bị,3069477
2024-03-04,Bảo trì thiết bị,3177487
2024-03-05,Bảo trì thiết bị,3416112
2024-03-06,Bảo trì thiết bị,3149356
2024-03-07,Bảo trì thiết bị,3022500
2024-03-08,Bảo trì thiết bị,3345657
2024-03-09,Bảo trì thiết bị,3373864
2024-03-10,Bảo trì thiết bị,3337209
2024-03-11,Bảo trì thiết bị,3041533
2024-03-12,Bảo trì thiết bị,3189058
2024-03-13,Bảo trì thiết bị,3261648
2024-03-14,Bảo trì thiết bị,3295846
2024-03-15,Bảo trì thiết bị,3268426
2024-03-16,Bảo trì thiết bị,3477666
2024-03-17,Bảo trì thiết bị,3065836
2024-03-18,Bảo trì thiết bị,3009701
2024-03-19,Bảo trì thiết bị,3401308
2024-03-20,Bảo trì thiết bị,3105747
2024-03-21,Bảo trì thiết bị,2982457
2024-03-22,Bảo trì thiết bị,3256117
2024-03-23,Bảo trì thiết bị,3128938
2024-03-24,Bảo trì thiết bị,3547093
2024-03-25,Bảo trì thiết bị,3573186
2024-03-26,Bảo trì thiết bị,3393898
2024-03-27,Bảo trì thiết bị,3260110
2024-03-28,Bảo trì thiết bị,3352905
2024-03-29,Bảo trì thiết bị,3564784
2024-03-30,Bảo trì thiết bị,3575458
2024-03-31,Bảo trì thiết bị,2983592
2024-04-01,Bảo trì thiết bị,3154804
2024-04-02,Bảo trì thiết bị,3389612
2024-04-03,Bảo trì thiết bị,3265979
2024-04-04,Bảo trì thiết bị,3321385
2024-04-05,Bảo trì thiết bị,3584034
2024-04-06,Bảo trì thiết bị,3332917
2024-04-07,Bảo trì thiết bị,3682368
2024-04-08,Bảo trì thiết bị,3169206
2024-04-09,Bảo trì thiết bị,3307410
2024-04-10,Bảo trì thiết bị,3534285
2024-04-11,Bảo trì thiết bị,3353224
2024-04-12,Bảo trì thiết bị,3203249
2024-04-13,Bảo trì thiết bị,3562380
2024-04-14,Bảo trì thiết bị,3620347
2024-04-15,Bảo trì thiết bị,3138953
2024-04-16,Bảo trì thiết bị,3486815
2024-04-17,Bảo trì thiết bị,3648464
2024-04-18,Bảo trì thiết bị,3616520
2024-04-19,Bảo trì thiết bị,3529056
2024-04-20,Bảo trì thiết bị,3100946
2024-04-21,Bảo trì thiết bị,3094948
2024-04-22,Bảo trì thiết bị,3549650
2024-04-23,Bảo trì thiết bị,3474967
2024-04-24,Bảo trì thiết bị,3651619
2024-04-25,Bảo trì thiết bị,3087308
2024-04-26,Bảo trì thiết bị,3435494
2024-04-27,Bảo trì thiết bị,3654160
2024-04-28,Bảo trì thiết bị,3395363
2024-04-29,Bảo trì thiết bị,3247414
2024-04-30,Bảo trì thiết bị,3210168
2024-05-01,Bảo trì thiết bị,3524359
2024-05-02,Bảo trì thiết bị,3493664
2024-05-03,Bảo trì thiết bị,3502791
2024-05-04,Bảo trì thiết bị,3390503
2024-05-05,Bảo trì thiết bị,3475139
2024-05-06,Bảo trì thiết bị,3556681
2024-05-07,Bảo trì thiết bị,3630759
2024-05-08,Bảo trì thiết bị,3403947
2024-05-09,Bảo trì thiết bị,2977223
2024-05-10,Bảo trì thiết bị,3204327
2024-05-11,Bảo trì thiết bị,3509063
2024-05-12,Bảo trì thiết bị,3345569
2024-05-13,Bảo trì thiết bị,3455353
2024-05-14,Bảo trì thiết bị,3439625
2024-05-15,Bảo trì thiết bị,3060321
2024-05-16,Bảo trì thiết bị,3136913
2024-05-17,Bảo trì thiết bị,3276658
2024-05-18,Bảo trì thiết bị,3017253
2024-05-19,Bảo trì thiết bị,3435632
2024-05-20,Bảo trì thiết bị,3604080
2024-05-21,Bảo trì thiết bị,3347245
2024-05-22,Bảo trì thiết bị,3420883
2024-05-23,Bảo trì thiết bị,2992895
2024-05-24,Bảo trì thiết bị,3336526
2024-05-25,Bảo trì thiết bị,2990591
2024-05-26,Bảo trì thiết bị,2990046
2024-05-27,Bảo trì thiết bị,3054897
2024-05-28,Bảo trì thiết bị,3526344
2024-05-29,Bảo trì thiết bị,3585465
2024-05-30,Bảo trì thiết bị,3093997
2024-05-31,Bảo trì thiết bị,3072906
2024-06-01,Bảo trì thiết bị,3608090
2024-06-02,Bảo trì thiết bị,3370165
2024-06-03,Bảo trì thiết bị,3232759
2024-06-04,Bảo trì thiết bị,3637088
2024-06-05,Bảo trì thiết bị,3506937
2024-06-06,Bảo trì thiết bị,3293614
2024-06-07,Bảo trì thiết bị,3322573
2024-06-08,Bảo trì thiết bị,3395090
2024-06-09,Bảo trì thiết bị,3385854
2024-06-10,Bảo trì thiết bị,3160671
2024-06-11,Bảo trì thiết bị,3257126
2024-06-12,Bảo trì thiết bị,3306977
2024-06-13,Bảo trì thiết bị,3700849
2024-06-14,Bảo trì thiết bị,3311244
2024-06-15,Bảo trì thiết bị,3442090
2024-06-16,Bảo trì thiết bị,3320425
2024-06-17,Bảo trì thiết bị,3429885
2024-06-18,Bảo trì thiết bị,3448096
2024-06-19,Bảo trì thiết bị,3502401
2024-06-20,Bảo trì thiết bị,3439421
2024-06-21,Bảo trì thiết bị,3349175
2024-06-22,Bảo trì thiết bị,3255170
2024-06-23,Bảo trì thiết bị,3380568
2024-06-24,Bảo trì thiết bị,3197190
2024-06-25,Bảo trì thiết bị,3702010
2024-06-26,Bảo trì thiết bị,3728093
2024-06-27,Bảo trì thiết bị,3077632
2024-06-28,Bảo trì thiết bị,3639779
2024-06-29,Bảo trì thiết bị,3173173
2024-06-30,Bảo trì thiết bị,3364552
2024-07-01,Bảo trì thiết bị,3365887
2024-07-02,Bảo trì thiết bị,3140673
2024-07-03,Bảo trì thiết bị,3623595
2024-07-04,Bảo trì thiết bị,3172526
2024-07-05,Bảo trì thiết bị,3482048
2024-07-06,Bảo trì thiết bị,3048782
2024-07-07,Bảo trì thiết bị,3266550
2024-07-08,Bảo trì thiết bị,3570334
2024-07-09,Bảo trì thiết bị,3463514
2024-07-10,Bảo trì thiết bị,3541187
2024-07-11,Bảo trì thiết bị,3393112
2024-07-12,Bảo trì thiết bị,3402520
2024-07-13,Bảo trì thiết bị,3032497
2024-07-14,Bảo trì thiết bị,2982680
2024-07-15,Bảo trì thiết bị,3007214
2024-07-16,Bảo trì thiết bị,3025440
2024-07-17,Bảo trì thiết bị,3627187
2024-07-18,Bảo trì thiết bị,3507069
2024-07-19,Bảo trì thiết bị,3177895
2024-07-20,Bảo trì thiết bị,3477750
2024-07-21,Bảo trì thiết bị,3222672
2024-07-22,Bảo trì thiết bị,3557486
2024-07-23,Bảo trì thiết bị,3022469
2024-07-24,Bảo trì thiết bị,3344694
2024-07-25,Bảo trì thiết bị,3603484
2024-07-26,Bảo trì thiết bị,3617926
2024-07-27,Bảo trì thiết bị,3079085
2024-07-28,Bảo trì thiết bị,3613842
2024-07-29,Bảo trì thiết bị,3034551
2024-07-30,Bảo trì thiết bị,3089861
2024-07-31,Bảo trì thiết bị,3411865
2024-08-01,Bảo trì thiết bị,3145897
2024-08-02,Bảo trì thiết bị,3445305
2024-08-03,Bảo trì thiết bị,3442586
2024-08-04,Bảo trì thiết bị,3046023
2024-08-05,Bảo trì thiết bị,2981482
2024-08-06,Bảo trì thiết bị,3201971
2024-08-07,Bảo trì thiết bị,3460341
2024-08-08,Bảo trì thiết bị,3293043
2024-08-09,Bảo trì thiết bị,3091472
2024-08-10,Bảo trì thiết bị,3117197
2024-08-11,Bảo trì thiết bị,3013929
2024-08-12,Bảo trì thiết bị,3043523
2024-08-13,Bảo trì thiết bị,3347375
2024-08-14,Bảo trì thiết bị,3345128
2024-08-15,Bảo trì thiết bị,3303557
2024-08-16,Bảo trì thiết bị,3025591
2024-08-17,Bảo trì thiết bị,3264653
2024-08-18,Bảo trì thiết bị,3365117
2024-08-19,Bảo trì thiết bị,3523101
2024-08-20,Bảo trì thiết bị,3158713
2024-08-21,Bảo trì thiết bị,3083137
2024-08-22,Bảo trì thiết bị,3496563
2024-08-23,Bảo trì thiết bị,2997048
2024-08-24,Bảo trì thiết bị,2997030
2024-08-25,Bảo trì thiết bị,3081707
2024-08-26,Bảo trì thiết bị,3306344
2024-08-27,Bảo trì thiết bị,3144766
2024-08-28,Bảo trì thiết bị,3296449
2024-08-29,Bảo trì thiết bị,3535918
2024-08-30,Bảo trì thiết bị,3493874
2024-08-31,Bảo trì thiết bị,3067726
2024-09-01,Bảo trì thiết bị,3688505
2024-09-02,Bảo trì thiết bị,3619305
2024-09-03,Bảo trì thiết bị,3328748
2024-09-04,Bảo trì thiết bị,3343547
2024-09-05,Bảo trì thiết bị,3467592
2024-09-06,Bảo trì thiết bị,3079337
2024-09-07,Bảo trì thiết bị,3414482
2024-09-08,Bảo trì thiết bị,3380992
2024-09-09,Bảo trì thiết bị,3450979
2024-09-10,Bảo trì thiết bị,3526511
2024-09-11,Bảo trì thiết bị,3209737
2024-09-12,Bảo trì thiết bị,3293179
2024-09-13,Bảo trì thiết bị,3090431
2024-09-14,Bảo trì thiết bị,3469743
2024-09-15,Bảo trì thiết bị,3583970
2024-09-16,Bảo trì thiết bị,3640203
2024-09-17,Bảo trì thiết bị,3416656
2024-09-18,Bảo trì thiết bị,3561369
2024-09-19,Bảo trì thiết bị,3540530
2024-09-20,Bảo trì thiết bị,3342506
2024-09-21,Bảo trì thiết bị,3642585
2024-09-22,Bảo trì thiết bị,3091441
2024-09-23,Bảo trì thiết bị,3487151
2024-09-24,Bảo trì thiết bị,3384985
2024-09-25,Bảo trì thiết bị,3659263
2024-09-26,Bảo trì thiết bị,3521575
2024-09-27,Bảo trì thiết bị,3697126
2024-09-28,Bảo trì thiết bị,3477351
2024-09-29,Bảo trì thiết bị,3609047
2024-09-30,Bảo trì thiết bị,3450742
2024-10-01,Bảo trì thiết bị,3450582
2024-10-02,Bảo trì thiết bị,3564952
2024-10-03,Bảo trì thiết bị,3145687
2024-10-04,Bảo trì thiết bị,3496076
2024-10-05,Bảo trì thiết bị,3382756
2024-10-06,Bảo trì thiết bị,3333001
2024-10-07,Bảo trì thiết bị,3144534
2024-10-08,Bảo trì thiết bị,3073223
2024-10-09,Bảo trì thiết bị,3355405
2024-10-10,Bảo trì thiết bị,3439952
2024-10-11,Bảo trì thiết bị,3625704
2024-10-12,Bảo trì thiết bị,3427034
2024-10-13,Bảo trì thiết bị,3360295
2024-10-14,Bảo trì thiết bị,3537498
2024-10-15,Bảo trì thiết bị,3294276
2024-10-16,Bảo trì thiết bị,2985912
2024-10-17,Bảo trì thiết bị,3615243
2024-10-18,Bảo trì thiết bị,3310667
2024-10-19,Bảo trì thiết bị,3605998
2024-10-20,Bảo trì thiết bị,3602693
2024-10-21,Bảo trì thiết bị,3022832
2024-10-22,Bảo trì thiết bị,3273236
2024-10-23,Bảo trì thiết bị,3242316
2024-10-24,Bảo trì thiết bị,3383473
2024-10-25,Bảo trì thiết bị,3342599
2024-10-26,Bảo trì thiết bị,3152216
2024-10-27,Bảo trì thiết bị,3607760
2024-10-28,Bảo trì thiết bị,3143490
2024-10-29,Bảo trì thiết bị,3012927
2024-10-30,Bảo trì thiết bị,3092869
2024-10-31,Bảo trì thiết bị,3346431
2024-11-01,Bảo trì thiết bị,3175367
2024-11-02,Bảo trì thiết bị,3173001
2024-11-03,Bảo trì thiết bị,3593416
2024-11-04,Bảo trì thiết bị,3271893
2024-11-05,Bảo trì thiết bị,3307203
2024-11-06,Bảo trì thiết bị,3479662
2024-11-07,Bảo trì thiết bị,3682050
2024-11-08,Bảo trì thiết bị,3583467
2024-11-09,Bảo trì thiết bị,3618371
2024-11-10,Bảo trì thiết bị,3630521
2024-11-11,Bảo trì thiết bị,3545828
2024-11-12,Bảo trì thiết bị,3738812
2024-11-13,Bảo trì thiết bị,3630527
2024-11-14,Bảo trì thiết bị,3285750
2024-11-15,Bảo trì thiết bị,3167445
2024-11-16,Bảo trì thiết bị,3615978
2024-11-17,Bảo trì thiết bị,3597292
2024-11-18,Bảo trì thiết bị,3212291
2024-11-19,Bảo trì thiết bị,3483413
